Date,Open,High,Low,Close,Adj Close,Volume,Name
2017-02-16,158000.0,158500.0,155500.0,158000.0,151576.09375,139434.0,096770.KS
2017-02-17,157000.0,158000.0,156500.0,156500.0,150137.078125,111775.0,096770.KS
2017-02-20,156000.0,156500.0,152500.0,153500.0,147259.046875,212215.0,096770.KS
2017-02-21,154500.0,155500.0,153500.0,154500.0,148218.390625,140789.0,096770.KS
2017-02-22,155500.0,158000.0,154500.0,155000.0,148698.0625,291087.0,096770.KS
2017-02-23,155500.0,156500.0,154500.0,156000.0,149657.40625,249475.0,096770.KS
2017-02-24,156500.0,156500.0,153000.0,153000.0,146779.375,257640.0,096770.KS
2017-02-27,154000.0,154000.0,152500.0,153500.0,147259.046875,179594.0,096770.KS
2017-02-28,153500.0,155500.0,153000.0,154500.0,148218.390625,217112.0,096770.KS
2017-03-02,154500.0,157500.0,154500.0,157500.0,151096.421875,352864.0,096770.KS
2017-03-03,155500.0,157000.0,154000.0,155500.0,149177.734375,181229.0,096770.KS
2017-03-06,155500.0,156000.0,152000.0,154000.0,147738.71875,306777.0,096770.KS
2017-03-07,154000.0,156500.0,153000.0,154000.0,147738.71875,186159.0,096770.KS
2017-03-08,154500.0,158000.0,153500.0,157000.0,150616.75,293735.0,096770.KS
2017-03-09,156000.0,157000.0,153500.0,154000.0,147738.71875,451992.0,096770.KS
2017-03-10,154000.0,154500.0,152000.0,152000.0,145820.046875,284315.0,096770.KS
2017-03-13,153000.0,158000.0,152500.0,157500.0,151096.421875,376236.0,096770.KS
2017-03-14,158000.0,158500.0,155500.0,157000.0,150616.75,293647.0,096770.KS
2017-03-15,157500.0,161000.0,157000.0,161000.0,154454.125,386879.0,096770.KS
2017-03-16,163500.0,164500.0,160000.0,161500.0,154933.796875,343795.0,096770.KS
2017-03-17,162000.0,164500.0,162000.0,164500.0,157811.8125,262737.0,096770.KS
2017-03-20,162500.0,164500.0,160500.0,162000.0,155413.46875,230739.0,096770.KS
2017-03-21,163500.0,168000.0,162000.0,168000.0,161169.515625,418064.0,096770.KS
2017-03-22,165500.0,166500.0,162500.0,163000.0,156372.796875,398794.0,096770.KS
2017-03-23,164000.0,165000.0,162000.0,163000.0,156372.796875,177074.0,096770.KS
2017-03-24,164500.0,165000.0,163000.0,163500.0,156852.46875,124176.0,096770.KS
2017-03-27,164000.0,164000.0,162000.0,162000.0,155413.46875,156665.0,096770.KS
2017-03-28,164000.0,165500.0,162500.0,163000.0,156372.796875,274307.0,096770.KS
2017-03-29,164000.0,164500.0,161000.0,163000.0,156372.796875,189235.0,096770.KS
2017-03-30,163500.0,168500.0,162500.0,164500.0,157811.8125,297896.0,096770.KS
2017-03-31,167000.0,169000.0,166000.0,166500.0,159730.5,287394.0,096770.KS
2017-04-03,167000.0,168500.0,165500.0,166000.0,159250.828125,121172.0,096770.KS
2017-04-04,165500.0,166000.0,161000.0,163000.0,156372.796875,246259.0,096770.KS
2017-04-05,164500.0,165500.0,162500.0,163500.0,156852.46875,174394.0,096770.KS
2017-04-06,163000.0,164500.0,161000.0,162500.0,155893.125,206571.0,096770.KS
2017-04-07,163500.0,165000.0,162500.0,164500.0,157811.8125,174225.0,096770.KS
2017-04-10,164000.0,164000.0,161500.0,164000.0,157332.140625,160115.0,096770.KS
2017-04-11,164000.0,165500.0,162000.0,162000.0,155413.46875,142799.0,096770.KS
2017-04-12,162500.0,164000.0,160500.0,163000.0,156372.796875,147662.0,096770.KS
2017-04-13,163500.0,164000.0,161500.0,163500.0,156852.46875,123082.0,096770.KS
2017-04-14,162500.0,162500.0,160000.0,160500.0,153974.453125,84774.0,096770.KS
2017-04-17,161000.0,162500.0,160500.0,161500.0,154933.796875,59967.0,096770.KS
2017-04-18,162500.0,163500.0,161000.0,162500.0,155893.125,97938.0,096770.KS
2017-04-19,161500.0,165000.0,161500.0,163500.0,156852.46875,186893.0,096770.KS
2017-04-20,163000.0,163500.0,161000.0,161500.0,154933.796875,179786.0,096770.KS
2017-04-21,162000.0,162500.0,161000.0,161500.0,154933.796875,126906.0,096770.KS
2017-04-24,162000.0,164500.0,161000.0,164500.0,157811.8125,167030.0,096770.KS
2017-04-25,165500.0,170500.0,165000.0,170000.0,163088.203125,466094.0,096770.KS
2017-04-26,171500.0,174000.0,170500.0,173000.0,165966.21875,328430.0,096770.KS
2017-04-27,175500.0,176500.0,172500.0,174500.0,167405.234375,277073.0,096770.KS
2017-04-28,172000.0,173500.0,170000.0,171000.0,164047.546875,196508.0,096770.KS
2017-05-02,171000.0,174500.0,171000.0,174000.0,166925.5625,171626.0,096770.KS
2017-05-04,174000.0,174000.0,169500.0,170500.0,163567.875,260379.0,096770.KS
2017-05-08,170500.0,172000.0,167000.0,172000.0,165006.875,360533.0,096770.KS
2017-05-10,173000.0,174500.0,168000.0,169500.0,162608.53125,315262.0,096770.KS
2017-05-11,170000.0,174000.0,170000.0,173000.0,165966.21875,379417.0,096770.KS
2017-05-12,175000.0,175000.0,170500.0,173000.0,165966.21875,185477.0,096770.KS
2017-05-15,174500.0,174500.0,170500.0,172000.0,165006.875,154269.0,096770.KS
2017-05-16,173000.0,174000.0,170500.0,171500.0,164527.21875,191905.0,096770.KS
2017-05-17,170500.0,172000.0,167000.0,168000.0,161169.515625,264543.0,096770.KS
2017-05-18,166500.0,169000.0,165500.0,169000.0,162128.859375,191315.0,096770.KS
2017-05-19,169000.0,169000.0,166000.0,168000.0,161169.515625,200887.0,096770.KS
2017-05-22,168000.0,169000.0,167000.0,168500.0,161649.1875,279027.0,096770.KS
2017-05-23,169500.0,173000.0,169000.0,171500.0,164527.21875,302873.0,096770.KS
2017-05-24,172000.0,172500.0,169000.0,170000.0,163088.203125,186403.0,096770.KS
2017-05-25,170000.0,171000.0,168000.0,169500.0,162608.53125,304018.0,096770.KS
